region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,639.37
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,647.56
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,643.84
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,634.9
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,626.23
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,623.9
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,662.13
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,681.73
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,702.26
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,684.3
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,685.4
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,593.62
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,571.87
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6.93
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5.55
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,9.4
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6.82
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,8.7
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,6.92
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5.78
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,6.21
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7.12
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,6.99
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7.16
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,8.75
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,7.86
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,8.62
West Coast,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,7.67
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3.8
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3.89
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,3.88
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3.84
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3.98
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4.01
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4.09
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4.24
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4.31
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4.34
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4.37
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4.29
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4.22
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,4.07
West Coast,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,3.99
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,70.44
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,68.35
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,68.11
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,68.89
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,68.9
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,68.23
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,69.84
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,77.45
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,75.19
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,75.39
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,84.57
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,79.66
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,77.14
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,67.53
West Coast,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,68.21
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1010.24
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1058.45
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1012.45
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,989.72
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1041.69
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,981.51
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1019.99
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1007.59
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1124.38
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1160.85
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1271.16
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1306.04
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1254.01
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1092.38
Auckland,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1144.07
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,251.63
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,259.43
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,260.83
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,277.65
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,292.83
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,291.63
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,304.17
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,290.22
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,304.3
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,274.16
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,304.19
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,318.28
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,317.27
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,288.32
Bay of Plenty,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,268.2
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,581.79
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,605.8
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,584.03
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,585.68
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,579.89
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,544.74
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,572.57
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,558.53
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,612.64
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,597.07
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,640.84
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,658.89
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,626.39
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,551.23
Canterbury,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,611.24
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,40.54
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,40.04
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,40.82
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,38.86
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,37.64
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,34.59
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,31.83
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,30.88
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,33.11
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,31.26
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,33.74
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,34.87
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,34.77
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,38.42
Gisborne,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,42.93
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,101.79
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,102.52
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,99.6
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,102.03
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,105.78
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,102.81
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,110.8
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,108.93
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,119.07
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,117.17
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,131.66
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,134.85
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,135.49
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,118.96
Hawke's Bay,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,116.46
Manawatu-Whanganui,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,138.54
Manawatu-Whanganui,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,146.56
Manawatu-Whanganui,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,140.85
Manawatu-Whanganui,"Transport, postal, and warehousing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,147.37
